Testcase Number, HRRN,,,, HRRN+1,,,, HRRN Preempt,,,, HRRM Preempt+1,,,
, AWT, MWT, ATT, MTT, AWT, MWT, ATT, MTT, AWT, MWT, ATT, MTT, AWT, MWT, ATT, MTT
1,110.250000,370.000000,179.750000,515.000000,110.250000,370.000000,179.750000,515.000000,105.625000,370.000000,175.125000,515.000000,105.625000,370.000000,175.125000,515.000000,
